Column #,Column ID,gene_assignment,Gene Symbol,RefSeq,Ratio(C42B vs. E06),"Fold-Change
(C42B vs. E06)","Fold-Change(C42B vs. E06)
 (Description)"
18432,16805967,NM_001184889 // NIPA2 // non imprinted in Prader-Willi/Angelman syndrome 2 // 15q11.2 /,NIPA2,NM_001184889,5.57451,5.57451,C42B up vs E06
19784,16820720,ENST00000288071 // DDX19B // DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B // 16q22.1 // 1,DDX19B,ENST00000288071,5.57777,5.57777,C42B up vs E06
37405,16997146,NM_004472 // FOXD1 // forkhead box D1 // 5q13.2 // 2297 /// U59832 // FOXD1 // forkhead,FOXD1,NM_004472,5.58003,5.58003,C42B up vs E06
9058,16712944,NM_020848 // KIAA1462 // KIAA1462 // 10p11.23 // 57608 /// ENST00000375377 // KIAA1462 ,KIAA1462,NM_020848,5.58061,5.58061,C42B up vs E06
48634,17110481,"NM_001114123 // ELK1 // ELK1, member of ETS oncogene family // Xp11.2 // 2002 /// NM_00",ELK1,NM_001114123,5.58173,5.58173,C42B up vs E06
12007,16743527,NM_024725 // CCDC82 // coiled-coil domain containing 82 // 11q21 // 79780 /// ENST00000,CCDC82,NM_024725,5.58398,5.58398,C42B up vs E06
28885,16911605,NM_003092 // SNRPB2 // small nuclear ribonucleoprotein polypeptide B // 20p12.1 // 6629,SNRPB2,NM_003092,5.58442,5.58442,C42B up vs E06
6829,16691576,NM_152380 // TBX15 // T-box 15 // 1p11.1 // 6913 /// ENST00000207157 // TBX15 // T-box ,TBX15,NM_152380,5.58587,5.58587,C42B up vs E06
8350,16706233,OTTHUMT00000048713 // RP11-417O11.5 // novel transcript // --- // ---,RP11-417O11.5,OTTHUMT00000048713,5.58901,5.58901,C42B up vs E06
17079,16793052,NM_198066 // GNPNAT1 // glucosamine-phosphate N-acetyltransferase 1 // 14q22.1 // 64841,GNPNAT1,NM_198066,5.59124,5.59124,C42B up vs E06
43549,17061958,NM_001287497 // TMEM168 // transmembrane protein 168 // 7q31.32 // 64418 /// NM_022484 ,TMEM168,NM_001287497,5.5921,5.5921,C42B up vs E06
21110,16834045,"NM_133264 // WIPF2 // WAS/WASL interacting protein family, member 2 // 17q21.2 // 14717",WIPF2,NM_133264,5.59521,5.59521,C42B up vs E06
4610,16667702,NM_001078 // VCAM1 // vascular cell adhesion molecule 1 // 1p32-p31 // 7412 /// NM_0806,VCAM1,NM_001078,5.59619,5.59619,C42B up vs E06
7911,16702175,"NM_001145443 // PFKFB3 // 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 // 10p1",PFKFB3,NM_001145443,5.59874,5.59874,C42B up vs E06
39216,17013920,NM_001286188 // SCAF8 // SR-related CTD-associated factor 8 // 6q25.1-q25.3 // 22828 //,SCAF8,NM_001286188,5.59933,5.59933,C42B up vs E06
7625,16699533,NR_111940 // DUSP10 // dual specificity phosphatase 10 // 1q41 // 11221 /// ENST0000032,DUSP10,NR_111940,5.59948,5.59948,C42B up vs E06
40900,17031781,"ENST00000383323 // HLA-C // major histocompatibility complex, class I, C // 6p21.3 // 3",HLA-C,ENST00000383323,5.60246,5.60246,C42B up vs E06
41476,17039281,"ENST00000383323 // HLA-C // major histocompatibility complex, class I, C // 6p21.3 // 3",HLA-C,ENST00000383323,5.60247,5.60247,C42B up vs E06
33578,16961016,NM_002268 // KPNA4 // karyopherin alpha 4 (importin alpha 3) // 3q25.33 // 3840 /// ENS,KPNA4,NM_002268,5.60472,5.60472,C42B up vs E06
22438,16847354,NM_032582 // USP32 // ubiquitin specific peptidase 32 // 17q23.3 // 84669 /// ENST00000,USP32,NM_032582,5.60746,5.60746,C42B up vs E06
30364,16925194,"NM_000819 // GART // phosphoribosylglycinamide formyltransferase, phosphoribosylglycina",GART,NM_000819,5.60781,5.60781,C42B up vs E06
4144,16662993,NM_012421 // RLF // rearranged L-myc fusion // 1p32 // 6018 /// ENST00000372771 // RLF ,RLF,NM_012421,5.60865,5.60865,C42B up vs E06
4495,16666545,XM_006710486 // LPHN2 // latrophilin 2 // 1p31.1 // 23266 /// XM_006710496 // LPHN2 // ,LPHN2,XM_006710486,5.61096,5.61096,C42B up vs E06
15805,16781059,NM_001286721 // ANKRD10 // ankyrin repeat domain 10 // 13q34 // 55608 /// NM_017664 // ,ANKRD10,NM_001286721,5.61242,5.61242,C42B up vs E06
8429,16706779,NM_001284240 // CCSER2 // coiled-coil serine-rich protein 2 // 10q23.1 // 54462 /// NM_,CCSER2,NM_001284240,5.61253,5.61253,C42B up vs E06
14790,16772377,"NM_145648 // SLC15A4 // solute carrier family 15 (oligopeptide transporter), member 4 /",SLC15A4,NM_145648,5.61455,5.61455,C42B up vs E06
48231,17106415,NM_001184965 // WDR44 // WD repeat domain 44 // Xq24 // 54521 /// NM_001184966 // WDR44,WDR44,NM_001184965,5.6153,5.6153,C42B up vs E06
42250,17047965,NM_006716 // DBF4 // DBF4 zinc finger // 7q21.3 // 10926 /// ENST00000265728 // DBF4 //,DBF4,NM_006716,5.61549,5.61549,C42B up vs E06
41276,17036504,"ENST00000450871 // HLA-B // major histocompatibility complex, class I, B // 6p21.3 // 3",HLA-B,ENST00000450871,5.61641,5.61641,C42B up vs E06
9940,16722032,NM_001282659 // USP47 // ubiquitin specific peptidase 47 // 11p15.3 // 55031 /// NM_017,USP47,NM_001282659,5.61666,5.61666,C42B up vs E06
12343,16746878,NM_001160408 // TULP3 // tubby like protein 3 // 12p13.3 // 7289 /// NM_003324 // TULP3,TULP3,NM_001160408,5.6211,5.6211,C42B up vs E06
25892,16880382,NM_022894 // PAPOLG // poly(A) polymerase gamma // 2p16.1 // 64895 /// ENST00000238714 ,PAPOLG,NM_022894,5.62176,5.62176,C42B up vs E06
8472,16707180,NM_001547 // IFIT2 // interferon-induced protein with tetratricopeptide repeats 2 // 10,IFIT2,NM_001547,5.62265,5.62265,C42B up vs E06
3958,16661141,NM_031286 // SH3BGRL3 // SH3 domain binding glutamate-rich protein like 3 // 1p36.11 //,SH3BGRL3,NM_031286,5.62265,5.62265,C42B up vs E06
7192,16695345,"NM_001098398 // COPA // coatomer protein complex, subunit alpha // 1q23.2 // 1314 /// N",COPA,NM_001098398,5.62889,5.62889,C42B up vs E06
36658,16990440,ENST00000253814 // NDFIP1 // Nedd4 family interacting protein 1 // 5q31.3 // 80762 /// ,NDFIP1,ENST00000253814,5.63149,5.63149,C42B up vs E06
38773,17010104,"NM_001105531 // FAM135A // family with sequence similarity 135, member A // 6q13 // 575",FAM135A,NM_001105531,5.63285,5.63285,C42B up vs E06
12591,16749423,NM_001248002 // ARNTL2 // aryl hydrocarbon receptor nuclear translocator-like 2 // 12p1,ARNTL2,NM_001248002,5.63304,5.63304,C42B up vs E06
13252,16757098,NM_001291424 // SH2B3 // SH2B adaptor protein 3 // 12q24 // 10019 /// NM_005475 // SH2B,SH2B3,NM_001291424,5.63399,5.63399,C42B up vs E06
35223,16976827,NM_002994 // CXCL5 // chemokine (C-X-C motif) ligand 5 // 4q13.3 // 6374 /// ENST000002,CXCL5,NM_002994,5.63918,5.63918,C42B up vs E06
44481,17071086,"NM_024613 // PLEKHF2 // pleckstrin homology domain containing, family F (with FYVE doma",PLEKHF2,NM_024613,5.64096,5.64096,C42B up vs E06
39557,17016946,"NM_133471 // PPP1R18 // protein phosphatase 1, regulatory subunit 18 // 6p21.3 // 17095",PPP1R18,NM_133471,5.6415,5.6415,C42B up vs E06
41078,17034070,"NM_133471 // PPP1R18 // protein phosphatase 1, regulatory subunit 18 // 6p21.3 // 17095",PPP1R18,NM_133471,5.6415,5.6415,C42B up vs E06
41259,17036337,"NM_133471 // PPP1R18 // protein phosphatase 1, regulatory subunit 18 // 6p21.3 // 17095",PPP1R18,NM_133471,5.6415,5.6415,C42B up vs E06
10008,16722684,"NM_001001483 // ZDHHC13 // zinc finger, DHHC-type containing 13 // 11p15.1 // 54503 ///",ZDHHC13,NM_001001483,5.64286,5.64286,C42B up vs E06
18019,16801529,NM_001270528 // RNF111 // ring finger protein 111 // 15q21 // 54778 /// NM_001270529 //,RNF111,NM_001270528,5.64597,5.64597,C42B up vs E06
20265,16825602,"NM_001282062 // DOC2A // double C2-like domains, alpha // 16p11.2 // 8448 /// NM_001282",DOC2A,NM_001282062,5.64894,5.64894,C42B up vs E06
20078,16823433,NM_001079846 // CREBBP // CREB binding protein // 16p13.3 // 1387 /// NM_004380 // CREB,CREBBP,NM_001079846,5.65153,5.65153,C42B up vs E06
50918,17121152,NR_036443 // HERC2P9 // hect domain and RLD 2 pseudogene 9 // 15q13.1 // 440248 /// ENS,HERC2P9,NR_036443,5.65706,5.65706,C42B up vs E06
34449,16969686,NM_017918 // CCDC109B // coiled-coil domain containing 109B // 4q25 // 55013 /// ENST00,CCDC109B,NM_017918,5.65945,5.65945,C42B up vs E06
19877,16821519,NM_001272075 // USP10 // ubiquitin specific peptidase 10 // 16q24.1 // 9100 /// NM_0051,USP10,NM_001272075,5.66517,5.66517,C42B up vs E06
50520,17120356,XR_242755 // LOC101929475 // uncharacterized LOC101929475 // --- // 101929475 /// ENST0,LOC101929475,XR_242755,5.66663,5.66663,C42B up vs E06
16336,16785869,NM_001039465 // SRSF5 // serine/arginine-rich splicing factor 5 // 14q24 // 6430 /// NM,SRSF5,NM_001039465,5.66941,5.66941,C42B up vs E06
21155,16834441,NM_032353 // VPS25 // vacuolar protein sorting 25 homolog (S. cerevisiae) // 17q21.31 /,VPS25,NM_032353,5.67116,5.67116,C42B up vs E06
9920,16721835,NM_001143976 // WEE1 // WEE1 G2 checkpoint kinase // 11p15.4 // 7465 /// NM_003390 // W,WEE1,NM_001143976,5.67319,5.67319,C42B up vs E06
44158,17068139,"NM_021623 // PLEKHA2 // pleckstrin homology domain containing, family A (phosphoinositi",PLEKHA2,NM_021623,5.67721,5.67721,C42B up vs E06
48276,17106822,NM_000276 // OCRL // oculocerebrorenal syndrome of Lowe // Xq25 // 4952 /// NM_001587 /,OCRL,NM_000276,5.67723,5.67723,C42B up vs E06
21878,16841696,"NM_001042697 // ZSWIM7 // zinc finger, SWIM-type containing 7 // 17p12 // 125150 /// NM",ZSWIM7,NM_001042697,5.68103,5.68103,C42B up vs E06
48293,17107045,NM_000194 // HPRT1 // hypoxanthine phosphoribosyltransferase 1 // Xq26.1 // 3251 /// EN,HPRT1,NM_000194,5.68312,5.68312,C42B up vs E06
47308,17098135,NM_001100588 // RC3H2 // ring finger and CCCH-type domains 2 // 9q34 // 54542 /// NM_01,RC3H2,NM_001100588,5.68678,5.68678,C42B up vs E06
4530,16666896,NM_006256 // PKN2 // protein kinase N2 // 1p22.2 // 5586 /// ENST00000316005 // PKN2 //,PKN2,NM_006256,5.6873,5.6873,C42B up vs E06
9195,16714200,AF005043 // PARG // poly (ADP-ribose) glycohydrolase // 10q11.23 // 8505 /// AK301845 /,PARG,AF005043,5.6891,5.6891,C42B up vs E06
20527,16828074,"NM_001030007 // AP1G1 // adaptor-related protein complex 1, gamma 1 subunit // 16q23 //",AP1G1,NM_001030007,5.6895,5.6895,C42B up vs E06
48760,17111918,"NM_001171162 // ZMYM3 // zinc finger, MYM-type 3 // Xq13.1 // 9203 /// NM_005096 // ZMY",ZMYM3,NM_001171162,5.69084,5.69084,C42B up vs E06
29457,16917317,"NM_001276380 // ESF1 // ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevi",ESF1,NM_001276380,5.69479,5.69479,C42B up vs E06
47686,17101392,NM_015691 // WWC3 // WWC family member 3 // Xp22.32 // 55841 /// ENST00000380861 // WWC,WWC3,NM_015691,5.69652,5.69652,C42B up vs E06
26760,16889636,"NM_001204 // BMPR2 // bone morphogenetic protein receptor, type II (serine/threonine ki",BMPR2,NM_001204,5.69744,5.69744,C42B up vs E06
7764,16701007,NR_015407 // LINC01139 // long intergenic non-protein coding RNA 1139 // 1q43 // 339535,LINC01139,NR_015407,5.69905,5.69905,C42B up vs E06
38404,17006261,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
40575,17027443,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
40788,17030288,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
40990,17032993,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
41169,17035115,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
41363,17037774,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
41565,17040488,"NM_005516 // HLA-E // major histocompatibility complex, class I, E // 6p21.3 // 3133 //",HLA-E,NM_005516,5.69959,5.69959,C42B up vs E06
36146,16985162,NM_001134779 // IPO11 // importin 11 // 5q12.1 // 51194 /// uc011cqr.2 // IPO11 // impo,IPO11,NM_001134779,5.70325,5.70325,C42B up vs E06
29948,16921591,NM_001283041 // USP25 // ubiquitin specific peptidase 25 // 21q11.2 // 29761 /// NM_001,USP25,NM_001283041,5.70494,5.70494,C42B up vs E06
50772,17120860,"ENST00000446672 // PARP4P2 // poly (ADP-ribose) polymerase family, member 4 pseudogene ",PARP4P2,ENST00000446672,5.70873,5.70873,C42B up vs E06
38286,17005420,NM_001173977 // LRRC16A // leucine rich repeat containing 16A // 6p22.2 // 55604 /// NM,LRRC16A,NM_001173977,5.70902,5.70902,C42B up vs E06
21145,16834302,"NM_001130020 // ATP6V0A1 // ATPase, H+ transporting, lysosomal V0 subunit a1 // 17q21 /",ATP6V0A1,NM_001130020,5.70968,5.70968,C42B up vs E06
42704,17052935,"NR_002157 // OR2A9P // olfactory receptor, family 2, subfamily A, member 9 pseudogene /",OR2A9P,NR_002157,5.71202,5.71202,C42B up vs E06
42233,17047760,NR_038344 // MAGI2-AS3 // MAGI2 antisense RNA 3 // --- // 100505881 /// ENST00000414797,MAGI2-AS3,NR_038344,5.71459,5.71459,C42B up vs E06
37714,16999776,NM_002198 // IRF1 // interferon regulatory factor 1 // 5q31.1 // 3659 /// ENST000002454,IRF1,NM_002198,5.71831,5.71831,C42B up vs E06
18522,16807098,NR_037507 // MIR3942 // microRNA 3942 // --- // 100500904 /// ENST00000585264 // MIR394,MIR3942,NR_037507,5.7196,5.7196,C42B up vs E06
21015,16833060,ENST00000327564 // LRRC37B // leucine rich repeat containing 37B // --- // 114659 /// E,LRRC37B,ENST00000327564,5.72033,5.72033,C42B up vs E06
7616,16699458,NM_012414 // RAB3GAP2 // RAB3 GTPase activating protein subunit 2 (non-catalytic) // 1q,RAB3GAP2,NM_012414,5.7232,5.7232,C42B up vs E06
38656,17009093,NM_001025366 // VEGFA // vascular endothelial growth factor A // 6p12 // 7422 /// NM_00,VEGFA,NM_001025366,5.72351,5.72351,C42B up vs E06
15334,16776989,NM_001078645 // CDC16 // cell division cycle 16 // 13q34 // 8881 /// NM_003903 // CDC16,CDC16,NM_001078645,5.72493,5.72493,C42B up vs E06
51042,17121400,OTTHUMT00000422548 // RP11-297L17.6 // tropomyosin 1 (alpha) (TPM1) pseudogene // --- /,RP11-297L17.6,OTTHUMT00000422548,5.72512,5.72512,C42B up vs E06
22775,16850865,NM_001083625 // ANKRD12 // ankyrin repeat domain 12 // 18p11.22 // 23253 /// NM_0012040,ANKRD12,NM_001083625,5.72577,5.72577,C42B up vs E06
14036,16765558,"NM_002205 // ITGA5 // integrin, alpha 5 (fibronectin receptor, alpha polypeptide) // 12",ITGA5,NM_002205,5.72597,5.72597,C42B up vs E06
50135,17119348,"NR_003687 // SNORD19B // small nucleolar RNA, C/D box 19B // 3p21.1 // 100113381 /// EN",SNORD19B,NR_003687,5.72766,5.72766,C42B up vs E06
45260,17078296,NM_001164380 // STAU2 // staufen double-stranded RNA binding protein 2 // 8q21.11 // 27,STAU2,NM_001164380,5.72927,5.72927,C42B up vs E06
45854,17084184,"NM_001278352 // ACO1 // aconitase 1, soluble // 9p21.1 // 48 /// NM_002197 // ACO1 // a",ACO1,NM_001278352,5.73261,5.73261,C42B up vs E06
8736,16709964,NM_018117 // WDR11 // WD repeat domain 11 // 10q26 // 55717 /// ENST00000263461 // WDR1,WDR11,NM_018117,5.73304,5.73304,C42B up vs E06
34353,16968735,NM_001165136 // HERC6 // HECT and RLD domain containing E3 ubiquitin protein ligase fam,HERC6,NM_001165136,5.73438,5.73438,C42B up vs E06
7556,16698883,"NM_000228 // LAMB3 // laminin, beta 3 // 1q32 // 3914 /// NM_001017402 // LAMB3 // lami",LAMB3,NM_000228,5.73651,5.73651,C42B up vs E06
11985,16743336,"ENST00000323981 // TAF1D // TATA box binding protein (TBP)-associated factor, RNA polym",TAF1D,ENST00000323981,5.73774,5.73774,C42B up vs E06
34827,16972993,NM_003265 // TLR3 // toll-like receptor 3 // 4q35 // 7098 /// ENST00000296795 // TLR3 /,TLR3,NM_003265,5.73825,5.73825,C42B up vs E06
15150,16775324,"NM_001286746 // BORA // bora, aurora kinase A activator // 13q22.1 // 79866 /// NM_0012",BORA,NM_001286746,5.73897,5.73897,C42B up vs E06
47706,17101616,"NM_004251 // RAB9A // RAB9A, member RAS oncogene family // Xp22.2 // 9367 /// ENST00000",RAB9A,NM_004251,5.74118,5.74118,C42B up vs E06
33777,16963094,ENST00000419899 // ACAP2-IT1 // ACAP2 intronic transcript 1 (non-protein coding) // ---,ACAP2-IT1,ENST00000419899,5.74263,5.74263,C42B up vs E06
29670,16919158,ENST00000361475 // TGM2 // transglutaminase 2 // 20q12 // 7052 /// OTTHUMT00000079151 /,TGM2,ENST00000361475,5.74287,5.74287,C42B up vs E06
6888,16692197,NM_001201325 // PDZK1 // PDZ domain containing 1 // 1q21 // 5174 /// NM_001201326 // PD,PDZK1,NM_001201325,5.74473,5.74473,C42B up vs E06
6903,16692371,NM_001201325 // PDZK1 // PDZ domain containing 1 // 1q21 // 5174 /// NM_001201326 // PD,PDZK1,NM_001201325,5.74473,5.74473,C42B up vs E06
47828,17102668,"NM_005765 // ATP6AP2 // ATPase, H+ transporting, lysosomal accessory protein 2 // Xp11.",ATP6AP2,NM_005765,5.74491,5.74491,C42B up vs E06
16262,16784617,NM_018477 // ACTR10 // actin-related protein 10 homolog (S. cerevisiae) // 14q23.1 // 5,ACTR10,NM_018477,5.74593,5.74593,C42B up vs E06
33504,16960344,NM_001184723 // TM4SF18 // transmembrane 4 L six family member 18 // 3q25.1 // 116441 /,TM4SF18,NM_001184723,5.74811,5.74811,C42B up vs E06
46357,17088741,uc011lyq.2 // MRRF // mitochondrial ribosome recycling factor // 9q33.2 // 92399,MRRF,uc011lyq.2,5.74899,5.74899,C42B up vs E06
30118,16922920,NM_012105 // BACE2 // beta-site APP-cleaving enzyme 2 // 21q22.3 // 25825 /// NM_138991,BACE2,NM_012105,5.74915,5.74915,C42B up vs E06
7760,16700934,NM_018072 // HEATR1 // HEAT repeat containing 1 // 1q43 // 55127 /// XR_426917 // HEATR,HEATR1,NM_018072,5.75079,5.75079,C42B up vs E06
18107,16802497,NM_001104554 // PAQR5 // progestin and adipoQ receptor family member V // 15q23 // 5485,PAQR5,NM_001104554,5.75324,5.75324,C42B up vs E06
50909,17121134,NR_122111 // LINC01296 // long intergenic non-protein coding RNA 1296 // 14q11.2 // 642,LINC01296,NR_122111,5.75425,5.75425,C42B up vs E06
40011,17021596,NM_021244 // RRAGD // Ras-related GTP binding D // 6q15-q16 // 58528 /// ENST0000035920,RRAGD,NM_021244,5.75726,5.75726,C42B up vs E06
16235,16784381,"NM_001177388 // LGALS3 // lectin, galactoside-binding, soluble, 3 // 14q22.3 // 3958 //",LGALS3,NM_001177388,5.76174,5.76174,C42B up vs E06
8981,16712292,NM_014241 // PTPLA // protein tyrosine phosphatase-like (proline instead of catalytic a,PTPLA,NM_014241,5.76283,5.76283,C42B up vs E06
23705,16858970,NM_001025160 // CD97 // CD97 molecule // 19p13 // 976 /// NM_001784 // CD97 // CD97 mol,CD97,NM_001025160,5.77122,5.77122,C42B up vs E06
44271,17069063,"NM_001111097 // LYN // LYN proto-oncogene, Src family tyrosine kinase // 8q13 // 4067 /",LYN,NM_001111097,5.77148,5.77148,C42B up vs E06
48531,17109429,NR_046632 // NHS-AS1 // NHS antisense RNA 1 // Xp22.13 // 100873920 /// ENST00000452788,NHS-AS1,NR_046632,5.77438,5.77438,C42B up vs E06
45544,17080749,"NM_014109 // ATAD2 // ATPase family, AAA domain containing 2 // 8q24.13 // 29028 /// EN",ATAD2,NM_014109,5.78073,5.78073,C42B up vs E06
40320,17024991,NM_001114184 // MTRF1L // mitochondrial translational release factor 1-like // 6q25-q26,MTRF1L,NM_001114184,5.78096,5.78096,C42B up vs E06
49590,17117843,BC016035 // DUXAP10 // double homeobox A pseudogene 10 // 14q11.2 // 503639,DUXAP10,BC016035,5.78248,5.78248,C42B up vs E06
36203,16985950,NM_005909 // MAP1B // microtubule-associated protein 1B // 5q13 // 4131 /// ENST0000029,MAP1B,NM_005909,5.78481,5.78481,C42B up vs E06
5404,16676515,EU137727 // NUCKS1 // nuclear casein kinase and cyclin-dependent kinase substrate 1 // ,NUCKS1,EU137727,5.78553,5.78553,C42B up vs E06
39018,17012108,NM_014034 // ASF1A // anti-silencing function 1A histone chaperone // 6q22.31 // 25842 ,ASF1A,NM_014034,5.78591,5.78591,C42B up vs E06
48436,17108546,"NM_001018055 // BRCC3 // BRCA1/BRCA2-containing complex, subunit 3 // Xq28 // 79184 ///",BRCC3,NM_001018055,5.78718,5.78718,C42B up vs E06
21047,16833345,"NM_001030006 // AP2B1 // adaptor-related protein complex 2, beta 1 subunit // 17q11.2-q",AP2B1,NM_001030006,5.79065,5.79065,C42B up vs E06
38308,17005589,"NM_021052 // HIST1H2AE // histone cluster 1, H2ae // 6p22.1 // 3012 /// uc003nha.1 // H",HIST1H2AE,NM_021052,5.79121,5.79121,C42B up vs E06
14869,16773032,"ENST00000410794 // RNU2-7P // RNA, U2 small nuclear 7, pseudogene // --- // ---",RNU2-7P,ENST00000410794,5.79523,5.79523,C42B up vs E06
34799,16972773,NM_021942 // TRAPPC11 // trafficking protein particle complex 11 // 4q35.1 // 60684 ///,TRAPPC11,NM_021942,5.79628,5.79628,C42B up vs E06
30056,16922292,NM_138927 // SON // SON DNA binding protein // 21q22.11 // 6651 /// NR_103797 // SON //,SON,NM_138927,5.79731,5.79731,C42B up vs E06
27314,16895172,"NM_016047 // SF3B6 // splicing factor 3b, subunit 6, 14kDa // 2p23 // 51639 /// ENST000",SF3B6,NM_016047,5.79845,5.79845,C42B up vs E06
44466,17070865,OTTHUMT00000378255 // RP11-10N23.2 // novel transcript // --- // ---,RP11-10N23.2,OTTHUMT00000378255,5.79852,5.79852,C42B up vs E06
36297,16987008,NM_002890 // RASA1 // RAS p21 protein activator (GTPase activating protein) 1 // 5q13.3,RASA1,NM_002890,5.80236,5.80236,C42B up vs E06
38530,17007543,"NM_002224 // ITPR3 // inositol 1,4,5-trisphosphate receptor, type 3 // 6p21 // 3710 ///",ITPR3,NM_002224,5.80268,5.80268,C42B up vs E06
28659,16909339,NM_001284214 // TRIP12 // thyroid hormone receptor interactor 12 // 2q36.3 // 9320 /// ,TRIP12,NM_001284214,5.80268,5.80268,C42B up vs E06
40980,17032882,"XM_006725857 // HLA-A // major histocompatibility complex, class I, A // 6p21.3 // 3105",HLA-A,XM_006725857,5.80539,5.80539,C42B up vs E06
